,subject,nll,bic,model,alpha,gamma,phi,wd,w_p,beta
41,41,218.65182913121524,469.800260675657,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.6795344027588865,1.0,0.0020084763299251037,44.39895390570965,0.056461779028148126,0.022716095858325815
