,subject,nll,bic,model,alpha,gamma,phi,wd,w_p,beta
30,30,121.46223549868043,275.4210734105874,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.3081942761792047,1.0,0.0009218094503927808,47.97681956351408,0.08832383685908325,0.5330576269565013
