,subject,nll,bic,model,alpha,gamma,phi,wd,w_p,beta
21,21,925.6390493836852,1883.774701180597,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.4409332436750413,0.409248722967093,0.8153699590977044,1.3571868006143646,0.7714666271614751,9.08664393866122
