,subject,nll,bic,model,alpha,gamma,phi,wd,w_p,beta
4,4,211.84933851404438,456.1952794413153,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.4486005956596532,1.0,0.0002286259462359536,27.549862344134553,0.19829893575667007,0.05211957124874455
