,subject,nll,bic,model,alpha,gamma,phi,wd,w_p,beta
22,22,203.32421642302546,439.14503525927745,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.20372831204169262,1.0,0.0006334033282150287,46.94787505612925,0.10970171582744709,0.36096105163792735
