,subject,nll,bic,model,alpha,gamma,phi,wd,w_p,beta
11,11,177.69706840773983,387.8907392287062,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.2978606196165917,1.0,8.027291282533052e-05,29.126005851564912,0.10159686864907452,0.2931964027574884
