,subject,nll,bic,model,alpha,gamma,phi,wd,w_p,beta
5,5,176.24428704288323,384.985176498993,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.16963085759900273,0.9925137292760389,0.000140435254248058,26.84402309951228,0.320906214886399,0.3803720874598893
