,subject,nll,bic,model,alpha,gamma,phi,wd,w_p,beta
9,9,169.89030466766894,372.2772117485644,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.25987374234375277,1.0,0.0001921122099960424,27.789053228175586,0.03396613454774431,0.47733935802584226
