,subject,nll,bic,model,alpha,gamma,phi,wd,w_p,beta
20,20,116.53545910933414,265.5675206318948,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.24395769488766658,1.0,1.5434158466881424e-05,8.095731733341456,0.44433361063873633,0.7735245391927039
