,subject,nll,bic,model,w_p,theta,lam,beta
10,10,139.0790279490068,299.82245750683126,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,1.0,1.0,0.8341958670713552,2.8252240242701014
