,subject,nll,bic,model,w_p,theta,lam,beta
22,22,148.6520076277266,318.96841686427086,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.952407814160245,1.0,0.6739664520045054,2.2747953941694585
