,subject,nll,bic,model,w_p,theta,lam,beta
5,5,93.28488347843054,208.23416856567877,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.9783206809639559,1.0,0.12113492659030058,4.038948106599497
