,subject,nll,bic,model,w_p,theta,lam,beta
1,1,128.5481342615767,278.7606701319711,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.7035131747527992,0.7347398082000678,0.9549691411773364,2.3002421687686723
