,subject,nll,bic,model,w_p,theta,lam,beta
9,9,66.1304876422671,153.92537689335188,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.8295730972106035,0.8591037314841089,0.952990321335053,6.776242512308506
