subject,block,trial,effect,target,key,choice,choice_tcd,rt,pA,pB,pC,mA,mB,mC,pos_A,pos_B,pos_C,pA_top,pB_top,pC_top,dwell_A,dwell_B,dwell_C,dwell_p,dwell_m,dwell_Ap,dwell_Am,dwell_Bp,dwell_Bm,dwell_Cp,dwell_Cm,dwell_total,dwell_target,dwell_competitor,dwell_decoy
4,1,35,filler,,M,B,,10420.0,0.19,0.59,0.81,52,16,12,0,1,2,True,False,False,0.24093395201297826,0.5515480611778535,0.20751798680916822,0.44615156440594217,0.5538484355940578,0.11174976769245173,0.12918418432052653,0.231732454348161,0.3198156068296925,0.10266934236532943,0.10484864444383879,8259.525000000023,,,
4,1,36,compromise,A,R,C,decoy,11410.0,0.78,0.68,0.88,9,15,8,0,1,2,True,True,False,0.4958468464552887,0.337707656355412,0.1664454971892993,0.5824058015244327,0.4175941984755673,0.2914382403136651,0.2044086061416236,0.23809415041365856,0.09961350594175346,0.052873410797109055,0.11357208639219024,9456.549000000174,0.4958468464552887,0.337707656355412,0.1664454971892993
4,1,37,filler,,M,B,,9110.0,0.28,0.67,0.78,35,14,12,0,1,2,False,True,True,0.4147174496035299,0.48025168792704725,0.10503086246942285,0.5368859765135008,0.46311402348649927,0.14982343616961788,0.26489401343391206,0.3409828237212684,0.13926886420577883,0.04607971662261443,0.05895114584680841,7769.14499999996,,,
4,1,38,compromise,A,R,A,target,8050.000000000001,0.78,0.65,0.82,10,14,8,2,0,1,False,True,True,0.3621065447159581,0.2961219666703525,0.34177148861368933,0.46161112668181126,0.5383888733181887,0.09024361409178411,0.271862930624174,0.1735329711836637,0.1225889954866888,0.19783454140636345,0.14393694720732592,6183.262999999919,0.3621065447159581,0.2961219666703525,0.34177148861368933
4,1,39,attraction,B,R,C,decoy,9190.0,0.72,0.62,0.6,10,15,14,1,0,2,True,True,False,0.40672343842677566,0.41448470639295315,0.1787918551802712,0.7514765320349117,0.24852346796508834,0.30101031344499285,0.1057131249817828,0.3296910652466155,0.08479364114633765,0.12077515334330331,0.05801670183696787,7170.348999999987,0.41448470639295315,0.40672343842677566,0.1787918551802712
4,1,40,compromise,A,L,A,target,5890.0,0.75,0.62,0.88,9,15,8,0,2,1,False,True,False,0.4440122066853585,0.16352259418169382,0.3924651991329477,0.350209926847495,0.649790073152505,0.24711591174267336,0.19689629494268512,0.06437845149249592,0.0991441426891979,0.038715563612325726,0.35374963552062194,4520.146000000008,0.4440122066853585,0.16352259418169382,0.3924651991329477
4,1,41,attraction,A,L,A,target,5230.0,0.75,0.65,0.73,9,15,8,0,1,2,True,True,False,0.28379963498772837,0.4365996802375906,0.27960068477468103,0.642101243605554,0.35789875639444596,0.1481982428134352,0.1356013921742932,0.3212520479144669,0.11534763232312371,0.17265095287765198,0.10694973189702905,4048.630999999994,0.28379963498772837,0.4365996802375906,0.27960068477468103
4,1,42,attraction,A,R,A,target,4880.0,0.75,0.65,0.73,10,15,9,2,0,1,False,False,True,0.38007868945995654,0.26013246482472274,0.3597888457153207,0.5771765393247135,0.4228234606752866,0.18074931828196697,0.1993293711779896,0.14020284958628249,0.11992961523844024,0.256224371456464,0.10356447425885675,4094.067999999912,0.38007868945995654,0.26013246482472274,0.3597888457153207
4,1,43,compromise,A,R,A,target,2390.0,0.78,0.68,0.82,10,15,8,2,1,0,True,False,False,0.4682631147661657,0.10427283889082377,0.42746404634301055,0.5687144360013048,0.43128556399869517,0.3050297177590646,0.16323339700710107,0.0,0.10427283889082377,0.2636847182422402,0.1637793281007703,1831.7329999999492,0.4682631147661657,0.10427283889082377,0.42746404634301055
4,1,44,filler,,R,C,,6290.0,0.24,0.37,0.76,41,27,13,1,0,2,True,False,False,0.41379192541008647,0.3163573481968437,0.2698507263930698,0.46747680874045994,0.5325231912595401,0.27888251080713494,0.13490941460295153,0.13351500204891587,0.18284234614792785,0.05507929588440915,0.21477143050866065,5737.182999999961,,,
4,1,45,compromise,B,R,B,target,9050.0,0.72,0.65,0.55,9,15,22,1,2,0,True,True,False,0.42401960784313725,0.34572440087145967,0.23025599128540306,0.5953159041394336,0.4046840958605665,0.33673747276688454,0.08728213507625272,0.15754357298474944,0.18818082788671023,0.10103485838779956,0.12922113289760348,7344.0,0.34572440087145967,0.42401960784313725,0.23025599128540306
4,1,46,filler,,R,C,,7070.0,0.16,0.46,0.87,62,21,11,0,1,2,False,True,False,0.24872351538710957,0.41168587059853395,0.3395906140143565,0.3533812023811661,0.6466187976188339,0.10756484496611363,0.14115867042099595,0.17200684668004657,0.23967902391848742,0.0738095107350059,0.26578110327935056,6191.613999999827,,,
4,1,47,compromise,B,L,A,competitor,7800.0,0.72,0.62,0.55,10,14,22,0,1,2,False,True,True,0.3473189231877485,0.3580354827836991,0.2946455940285524,0.7617058160369599,0.2382941839630401,0.24578255477979347,0.10153636840795503,0.3093191793885401,0.04871630339515906,0.2066040818686264,0.08804151215992602,6814.967000000062,0.3580354827836991,0.3473189231877485,0.2946455940285524
4,1,48,compromise,B,R,A,competitor,9370.0,0.78,0.62,0.55,10,14,22,2,1,0,False,False,False,0.2067655268996185,0.4201629401710578,0.37307153292932366,0.38945391561284687,0.6105460843871532,0.06602596657298743,0.1407395603266311,0.15501209069485206,0.26515084947620576,0.16841585834500739,0.20465567458431627,8057.43600000022,0.4201629401710578,0.2067655268996185,0.37307153292932366
4,1,49,attraction,B,L,B,target,8610.0,0.75,0.62,0.6,9,15,14,1,0,2,False,False,True,0.4043974394656276,0.26426384636793765,0.33133871416643473,0.45407737266907877,0.5459226273309212,0.17728917339270805,0.22710826607291956,0.11355413303645978,0.15070971333147787,0.16323406623991094,0.1681046479265238,7186.0,0.26426384636793765,0.4043974394656276,0.33133871416643473
4,1,50,attraction,A,M,A,target,4870.0,0.75,0.65,0.73,10,15,9,1,0,2,True,False,False,0.5009945300845351,0.26703132769766286,0.23197414221780208,0.4803580308304326,0.5196419691695674,0.25882645450024866,0.24216807558428644,0.10765788165091994,0.15937344604674292,0.11387369467926405,0.11810044753853804,4022.0,0.5009945300845351,0.26703132769766286,0.23197414221780208
4,1,51,attraction,B,M,B,target,6870.0,0.78,0.68,0.66,9,14,13,0,1,2,False,False,False,0.17277190822162355,0.6961358931477551,0.13109219863062127,0.4463706657857962,0.5536293342142038,0.06762143755220702,0.10515047066941655,0.3052476656768424,0.39088822747091273,0.07350156255674677,0.05759063607387452,5782.1900000000605,0.6961358931477551,0.17277190822162355,0.13109219863062127
4,1,52,attraction,A,M,A,target,10220.0,0.78,0.62,0.76,10,14,9,1,0,2,False,True,False,0.48425988784221485,0.3400622150724082,0.17567789708537693,0.5176794136191172,0.48232058638088277,0.21936921824362327,0.2648906695985916,0.25747078813097124,0.08259142694143695,0.04083940724452269,0.13483848984085425,8766.043000000063,0.48425988784221485,0.3400622150724082,0.17567789708537693
4,1,53,compromise,B,M,B,target,8490.0,0.78,0.65,0.52,10,14,21,0,1,2,False,False,False,0.24731804990684514,0.6388327472310094,0.11384920286214548,0.2851756731886751,0.7148243268113249,0.12656052162830736,0.12075752827853779,0.15861515156036773,0.48021759567064165,0.0,0.11384920286214548,7237.6440000000875,0.6388327472310094,0.24731804990684514,0.11384920286214548
4,1,54,filler,,R,B,,18150.0,0.19,0.56,0.8,52,17,12,1,2,0,True,False,False,0.29280379911791726,0.45475613947040283,0.2524400614116799,0.464317429306108,0.535682570693892,0.20242661684324204,0.0903771822746752,0.16038274561679386,0.294373393853609,0.10150806684607207,0.15093199456560785,14284.579000000027,,,
4,1,55,compromise,A,M,B,competitor,8060.000000000001,0.78,0.62,0.85,9,15,7,0,1,2,True,False,True,0.32383538389233585,0.4318537679251096,0.24431084818255455,0.5142469241614962,0.4857530758385038,0.17387027747369016,0.1499651064186457,0.19567067790127013,0.23618309002383944,0.1447059687865359,0.09960487939601866,6274.79300000018,0.32383538389233585,0.4318537679251096,0.24431084818255455
4,1,56,attraction,A,R,B,competitor,4160.0,0.72,0.65,0.7,9,15,8,0,2,1,True,True,True,0.25698224619008364,0.2338455809382433,0.509172172871673,0.6351565484612357,0.36484345153876435,0.17214780693333578,0.08483443925674787,0.09860626381141473,0.13523931712682857,0.36440247771648515,0.14476969515518787,3630.6010000001406,0.25698224619008364,0.2338455809382433,0.509172172871673
4,1,57,attraction,A,L,B,competitor,6700.0,0.72,0.65,0.7,9,15,8,1,0,2,False,True,False,0.3169902682229879,0.3662147748714752,0.3167949569055369,0.4666047920412939,0.5333952079587061,0.11562429993099743,0.20136596829199047,0.2326218337349849,0.13359294113649028,0.11835865837531157,0.19843629853022532,5120.030999999959,0.3169902682229879,0.3662147748714752,0.3167949569055369
4,1,58,compromise,B,L,B,target,10310.0,0.72,0.68,0.58,10,14,22,2,0,1,False,True,True,0.19008264462809918,0.2940668558036265,0.5158504995682743,0.6404341926729986,0.35956580732700133,0.06895275687677316,0.12112988775132602,0.17269026766991488,0.1213765881337116,0.3987911681263106,0.11705933144196373,8107.0,0.2940668558036265,0.19008264462809918,0.5158504995682743
4,1,59,filler,,M,B,,9360.0,0.27,0.61,0.89,37,16,11,2,1,0,True,False,False,0.20468803665226307,0.49508603766689296,0.30022592568084394,0.3976544061809667,0.6023455938190333,0.05142408802593801,0.15326394862632506,0.19914230166907365,0.2959437359978193,0.14708801648595504,0.15313790919488893,7934.02500000014,,,
4,1,60,compromise,A,R,A,target,8530.0,0.78,0.68,0.88,10,15,7,2,0,1,True,True,True,0.33388981636059695,0.2253430620170999,0.44076712162230314,0.6889773665544331,0.3110226334455669,0.22664562306922187,0.10724419329137509,0.15659678426621843,0.06874627775088148,0.3057349592189928,0.13503216240331034,6909.465000000084,0.33388981636059695,0.2253430620170999,0.44076712162230314
4,1,61,attraction,B,M,B,target,7760.0,0.72,0.68,0.66,10,14,13,2,1,0,False,False,False,0.14015882149554407,0.6227824310366838,0.23705874746777206,0.17304722266882705,0.826952777331173,0.0379105229858879,0.10224829850965615,0.08007992356235506,0.5427025074743288,0.055056776120584086,0.18200197134718796,6357.074000000255,0.6227824310366838,0.14015882149554407,0.23705874746777206
4,1,62,filler,,R,C,,5430.0,0.27,0.47,0.86,37,21,11,0,1,2,False,False,False,0.21436179807319405,0.30121271266008504,0.4844254892667209,0.3480666516385599,0.6519333483614401,0.14076290680228504,0.07359889127090903,0.14878659357989638,0.15242611908018866,0.05851715125637849,0.42590833801034245,4972.901000000071,,,
4,1,63,filler,,L,C,,6500.0,0.29,0.42,0.72,34,23,13,1,2,0,True,False,True,0.4858717657235889,0.14419902264047943,0.3699292116359316,0.5208356921906481,0.4791643078093519,0.1251817263665175,0.36069003935707145,0.08460183243583745,0.059597190204641985,0.31105213338829313,0.05887707824763848,5519.97499999986,,,
4,1,64,attraction,A,L,B,competitor,7900.0,0.72,0.68,0.7,9,14,8,1,0,2,False,True,True,0.30885788037586376,0.6096176649175459,0.08152445470659034,0.6778469128529898,0.3221530871470102,0.14960760146872493,0.15925027890713883,0.5003339872821883,0.10928367763535765,0.02790532410207662,0.05361913060451372,6844.572000000044,0.30885788037586376,0.6096176649175459,0.08152445470659034
4,1,65,compromise,B,L,B,target,7260.0,0.72,0.68,0.58,9,15,22,1,0,2,True,True,True,0.20643410881289148,0.6387403095774399,0.1548255816096686,0.5867966620677026,0.4132033379322974,0.0919905241382122,0.11444358467467929,0.4418571295002098,0.1968831800772301,0.05294900842928061,0.10187657318038801,5968.006000000052,0.6387403095774399,0.20643410881289148,0.1548255816096686
4,1,66,attraction,B,R,B,target,8480.0,0.72,0.62,0.6,10,14,13,0,2,1,False,False,True,0.22718365061590146,0.3892777155655095,0.38353863381858905,0.5221164613661814,0.4778835386338186,0.06634938409854424,0.16083426651735722,0.21094624860022396,0.17833146696528557,0.24482082866741323,0.13871780515117582,7144.0,0.3892777155655095,0.22718365061590146,0.38353863381858905
4,1,67,attraction,A,L,A,target,3580.0,0.72,0.62,0.7,10,15,9,0,1,2,True,True,True,0.41905868459650336,0.4193797669159902,0.16156154848750637,0.5013509946749145,0.4986490053250855,0.21224085527621891,0.20681782932028447,0.22686642703403528,0.19251333988195496,0.06224371236466035,0.09931783612284603,2940.0560000000987,0.41905868459650336,0.4193797669159902,0.16156154848750637
4,1,68,attraction,A,R,A,target,4100.0,0.75,0.65,0.73,10,14,9,2,0,1,True,True,True,0.36614350644943683,0.20744618992706682,0.42641030362349636,0.5027232112572578,0.49727678874274217,0.18928014187832756,0.17686336457110927,0.10144931047520339,0.10599687945186344,0.21199375890372688,0.21441654471976945,3301.9840000001714,0.36614350644943683,0.20744618992706682,0.42641030362349636
4,1,69,attraction,A,R,A,target,4190.0,0.78,0.68,0.76,9,15,8,2,1,0,False,False,True,0.22457792390314282,0.34104490457323,0.4343771715236272,0.5656228284763728,0.4343771715236272,0.12083741195820716,0.10374051194493565,0.17442257393541438,0.16662233063781565,0.2703628425827513,0.16401432894087592,3450.9180000000633,0.22457792390314282,0.34104490457323,0.4343771715236272
4,1,70,compromise,B,L,B,target,9940.0,0.75,0.62,0.58,9,15,21,2,0,1,False,False,False,0.19960474308300397,0.3146942571495001,0.4857009997674959,0.2622645896303185,0.7377354103696815,0.040688212043710766,0.15891653103929318,0.07754010695187166,0.23715415019762845,0.14403627063473612,0.3416647291327598,8602.0,0.3146942571495001,0.19960474308300397,0.4857009997674959
4,1,71,compromise,A,L,A,target,8050.000000000001,0.78,0.62,0.85,10,14,7,0,2,1,True,False,True,0.40448416906529316,0.26495985456748977,0.33055597636721706,0.5653688835024996,0.43463111649750036,0.20936221784578093,0.1951219512195122,0.13891834570519618,0.1260415088622936,0.2170883199515225,0.11346765641569459,6601.0,0.40448416906529316,0.26495985456748977,0.33055597636721706
4,1,72,compromise,A,R,A,target,8020.0,0.72,0.65,0.82,10,15,7,2,0,1,False,True,True,0.3422575976845152,0.3746743849493488,0.283068017366136,0.5157742402315485,0.4842257597684515,0.17004341534008682,0.17221418234442837,0.1698986975397974,0.20477568740955138,0.17583212735166426,0.10723589001447179,6910.0,0.3422575976845152,0.3746743849493488,0.283068017366136
4,1,73,filler,,R,C,,9080.0,0.32,0.6,0.78,31,16,12,1,0,2,True,True,False,0.31935472813767896,0.2472676920033647,0.4333775798589563,0.6844997696093144,0.31550023039068564,0.28023671760381336,0.039118010533865634,0.17871305146909852,0.0685546405342662,0.2255500005364025,0.2078275793225538,7643.537999999942,,,
4,1,74,attraction,B,R,A,competitor,8550.0,0.78,0.65,0.63,9,15,14,2,1,0,False,True,True,0.23650826735343844,0.2722473324900884,0.49124440015647314,0.5805649381982801,0.41943506180171986,0.11658809992204132,0.1199201674313971,0.17959472693892567,0.09265260555116277,0.2843821113373131,0.20686228881916,7004.659999999916,0.2722473324900884,0.23650826735343844,0.49124440015647314
4,1,75,compromise,B,M,B,target,9180.0,0.72,0.62,0.55,10,14,22,2,1,0,False,False,True,0.19471450307086272,0.5721675397565674,0.2331179571725698,0.5123457471963532,0.4876542528036468,0.10056824268105904,0.09414626038980368,0.3327871223328531,0.23938041742371435,0.07899038218244102,0.1541275749901288,7785.758000000031,0.5721675397565674,0.19471450307086272,0.2331179571725698
4,2,76,compromise,B,L,B,target,7710.0,0.72,0.62,0.55,8,14,22,1,0,2,False,True,False,0.3640549852990232,0.29306907658550196,0.3428759381154749,0.45993429681951875,0.5400657031804813,0.10140271075759481,0.26265227454142837,0.15155453404088387,0.1415145425446181,0.20697705202104005,0.13589888609443482,6232.574999999837,0.29306907658550196,0.3640549852990232,0.3428759381154749
4,2,77,compromise,A,R,A,target,6250.0,0.78,0.62,0.85,8,14,5,2,1,0,False,False,False,0.2366480896902389,0.39023067206636813,0.37312123824339294,0.622747457959489,0.377252542040511,0.11822265320429244,0.11842543648594646,0.2699045478814978,0.1203261241848703,0.23462025687369872,0.13850098136969424,4931.372999999905,0.2366480896902389,0.39023067206636813,0.37312123824339294
4,2,78,compromise,A,M,A,target,5200.0,0.75,0.65,0.82,8,15,5,1,2,0,True,True,True,0.4670630202140309,0.26967895362663497,0.26325802615933414,0.5464922711058264,0.4535077288941736,0.310820451843044,0.15624256837098693,0.12889417360285374,0.14078478002378123,0.10677764565992866,0.15648038049940546,4205.0,0.4670630202140309,0.26967895362663497,0.26325802615933414
4,2,79,attraction,B,M,B,target,8000.0,0.72,0.62,0.6,8,15,14,2,1,0,False,False,False,0.19895067326040905,0.5759023014840391,0.22514702525555186,0.4325938126765478,0.5674061873234523,0.1047854079805713,0.09416526527983773,0.23350153751346228,0.34240076397057684,0.09430686718251417,0.1308401580730377,7062.051999999909,0.5759023014840391,0.19895067326040905,0.22514702525555186
4,2,80,attraction,A,M,A,target,10010.0,0.75,0.65,0.73,8,15,7,1,0,2,False,False,True,0.34981275207896595,0.47963197099332633,0.17055527692770775,0.42257165824275056,0.5774283417572494,0.15303675985516255,0.19677599222380338,0.15316189211996645,0.3264700788733599,0.11637300626762156,0.05418227066008617,7991.544000000227,0.34981275207896595,0.47963197099332633,0.17055527692770775
4,2,81,compromise,A,L,C,decoy,8140.000000000001,0.78,0.68,0.82,8,15,6,2,1,0,False,True,False,0.17769807629605477,0.38115422236713403,0.4411477013368112,0.5180958591457451,0.481904140854255,0.11933485490707532,0.05836322138897946,0.20068470818389306,0.18046951418324095,0.19807629605477667,0.24307140528203455,6134.0,0.17769807629605477,0.38115422236713403,0.4411477013368112
4,2,82,compromise,B,L,B,target,6310.0,0.72,0.68,0.52,8,15,22,2,0,1,False,True,True,0.30302218854872104,0.4577497678601834,0.23922804359109556,0.47212314002656197,0.527876859973438,0.09332847132689653,0.2096937172218245,0.24766225962010197,0.21008750824008146,0.1311324090795635,0.10809563451153206,5078.835999999894,0.4577497678601834,0.30302218854872104,0.23922804359109556
4,2,83,compromise,B,L,B,target,5960.0,0.72,0.68,0.58,7,15,22,2,0,1,False,False,False,0.2597864768683274,0.41092736026795057,0.329286162863722,0.5750471006908101,0.4249528993091899,0.07494243248900984,0.18484404437931756,0.2788360895959807,0.13209127067196985,0.22126857860581955,0.10801758425790245,4777.0,0.41092736026795057,0.2597864768683274,0.329286162863722
4,2,84,compromise,A,M,A,target,4970.0,0.75,0.65,0.85,8,15,6,1,0,2,True,True,False,0.4927656820598054,0.2763370776129218,0.2308972403272728,0.45892848888273713,0.5410715111172629,0.23274626727684056,0.26001941478296486,0.1376600563953405,0.13867702121758127,0.08852216521055604,0.14237507511671676,4326.600000000093,0.4927656820598054,0.2763370776129218,0.2308972403272728
4,2,85,compromise,B,R,A,competitor,9750.0,0.72,0.68,0.58,8,14,22,2,0,1,False,True,True,0.16579668246469187,0.34923663453506043,0.4849666830002477,0.579475046410557,0.420524953589443,0.05730934382553123,0.10848733863916064,0.21897675042506476,0.13025988410999567,0.30318895215996106,0.18177773084028664,7991.716000000015,0.34923663453506043,0.16579668246469187,0.4849666830002477
4,2,86,compromise,A,R,B,competitor,7290.0,0.75,0.68,0.88,7,15,6,0,2,1,False,False,False,0.1529434774105222,0.4478779581459026,0.3991785644435752,0.4249951105026403,0.5750048894973596,0.10404850381380794,0.048894973596714256,0.1580285546645805,0.2898494034813221,0.1629180520242519,0.2362605124193233,5113.0,0.1529434774105222,0.4478779581459026,0.3991785644435752
4,2,87,compromise,B,L,C,decoy,7390.0,0.75,0.68,0.55,7,14,21,2,1,0,True,False,False,0.1918222760686457,0.4894600177532698,0.31871770617808454,0.358079535644471,0.6419204643555291,0.11851332148989584,0.07330895457874985,0.13815267190822142,0.35130734584504836,0.10141354224635372,0.21730416393173083,5906.509000000311,0.4894600177532698,0.1918222760686457,0.31871770617808454
4,2,88,compromise,B,R,B,target,5630.0,0.72,0.65,0.52,8,15,21,1,2,0,True,True,False,0.5054820143561243,0.22643836757293537,0.2680796180709404,0.577960299006706,0.4220397009932941,0.35737421528754426,0.14810779906858,0.14383113009851461,0.08260723747442075,0.07675495362064708,0.1913246644502933,4442.710000000196,0.22643836757293537,0.5054820143561243,0.2680796180709404
4,2,89,attraction,B,L,A,competitor,9760.0,0.75,0.65,0.63,7,14,13,0,2,1,False,False,True,0.35564198302905514,0.23313455890406046,0.4112234580668844,0.5299024635959442,0.4700975364040558,0.10671255775922574,0.24892942526982942,0.11262539077490842,0.12050916812915202,0.31056451506181,0.10065894300507441,7103.194000000134,0.23313455890406046,0.35564198302905514,0.4112234580668844
4,2,90,attraction,B,M,B,target,8490.0,0.78,0.68,0.66,7,14,13,2,1,0,False,True,False,0.2695014392164409,0.4714058410358116,0.25909271974774745,0.5912467732969847,0.4087532267030153,0.13010899335866796,0.13939244585777294,0.30739818021829074,0.1640076608175209,0.15373959972002604,0.10535312002772142,7109.424000000348,0.4714058410358116,0.2695014392164409,0.25909271974774745
4,2,91,attraction,A,R,A,target,9960.0,0.72,0.65,0.7,7,14,6,2,0,1,True,False,True,0.40130331753554505,0.23566350710900474,0.3630331753554502,0.5710900473933649,0.42890995260663506,0.2080568720379147,0.19324644549763034,0.0768957345971564,0.15876777251184834,0.28613744075829384,0.0768957345971564,8440.0,0.40130331753554505,0.23566350710900474,0.3630331753554502
4,2,92,compromise,B,R,B,target,11780.0,0.78,0.62,0.55,8,14,22,1,2,0,False,True,True,0.5697979476396694,0.22039759513471083,0.20980445722561983,0.4601143528421488,0.5398856471578511,0.20467962252768593,0.36511832511198344,0.11173018184586785,0.10866741328884297,0.14370454846859504,0.06609990875702479,9561.283999999985,0.22039759513471083,0.5697979476396694,0.20980445722561983
4,2,93,attraction,A,M,B,competitor,10020.0,0.75,0.65,0.73,8,15,7,2,1,0,False,True,False,0.14338513534122585,0.5317823580493789,0.3248325066093953,0.44501532004995,0.55498467995005,0.0629591094271019,0.08042602591412394,0.2777761121928657,0.2540062458565132,0.10428009842998243,0.22055240817941282,7671.6460000001825,0.14338513534122585,0.5317823580493789,0.3248325066093953
4,2,94,attraction,A,M,B,competitor,7500.0,0.72,0.62,0.7,8,15,7,2,1,0,True,True,True,0.27367441860465114,0.3936744186046512,0.3326511627906977,0.739906976744186,0.26009302325581396,0.19944186046511628,0.07423255813953489,0.3006511627906977,0.09302325581395349,0.2398139534883721,0.09283720930232559,5375.0,0.27367441860465114,0.3936744186046512,0.3326511627906977
4,2,95,compromise,B,M,C,decoy,12640.0,0.72,0.68,0.55,7,14,22,2,0,1,False,False,True,0.21298099062958012,0.35696024865273335,0.4300587607176865,0.5482674122464232,0.4517325877535768,0.11662133156350091,0.09635965906607921,0.16330721289396566,0.19365303575876772,0.26833886778895666,0.16171989292872985,10709.876000000164,0.35696024865273335,0.21298099062958012,0.4300587607176865
4,2,96,attraction,A,M,A,target,10490.0,0.72,0.65,0.7,8,15,7,1,2,0,False,False,True,0.3341977737389651,0.30451637413028576,0.36128585213074915,0.48911661205948065,0.5108833879405194,0.15963015743635692,0.1745676163026082,0.07031039593630123,0.23420597819398453,0.2591760586868225,0.10210979344392662,8970.736000000034,0.3341977737389651,0.30451637413028576,0.36128585213074915
4,2,97,compromise,B,L,A,competitor,5630.0,0.72,0.65,0.55,7,15,22,0,1,2,False,True,True,0.31891781102684974,0.43185078909612623,0.24923139987702397,0.6091412174625948,0.3908587825374052,0.1330190612830498,0.18589874974379997,0.31051444968231195,0.1213363394138143,0.16560770649723303,0.08362369337979095,4879.0,0.43185078909612623,0.31891781102684974,0.24923139987702397
4,2,98,attraction,A,R,B,competitor,11810.0,0.75,0.68,0.73,7,14,6,1,2,0,False,True,False,0.29871858641936255,0.4282316594478846,0.27304975413275284,0.46820449751252874,0.5317955024874712,0.030175573833113697,0.26854301258624885,0.3231070142435632,0.10512464520432142,0.11492190943585184,0.158127844696901,10206.931000000099,0.29871858641936255,0.4282316594478846,0.27304975413275284
4,2,99,attraction,A,R,B,competitor,8189.999999999999,0.72,0.68,0.7,7,14,6,0,2,1,False,False,False,0.3743065693430657,0.29532846715328465,0.33036496350364963,0.25153284671532844,0.7484671532846715,0.09255474452554745,0.28175182481751826,0.06423357664233577,0.2310948905109489,0.09474452554744525,0.23562043795620438,6850.0,0.3743065693430657,0.29532846715328465,0.33036496350364963
4,2,100,compromise,A,M,C,decoy,7210.0,0.78,0.65,0.82,8,14,5,2,0,1,False,True,False,0.23628582708882256,0.20157717452210286,0.5621369983890746,0.4295195755131563,0.5704804244868438,0.13215986938866348,0.1041259577001591,0.11964473024200974,0.08193244428009314,0.17771497588248308,0.38442202250659147,5992.7420000003185,0.23628582708882256,0.20157717452210286,0.5621369983890746
4,2,101,attraction,B,M,B,target,9660.0,0.78,0.65,0.63,8,15,14,0,1,2,False,False,False,0.45336362488956206,0.38811056418023476,0.1585258109302032,0.2345071311371955,0.7654928688628045,0.1388362993815474,0.31452732550801465,0.044175186166855986,0.34393537801337876,0.051495645588792126,0.10703016534141108,7923.0,0.38811056418023476,0.45336362488956206,0.1585258109302032
4,2,102,filler,,L,B,,11000.0,0.27,0.47,0.86,37,21,11,1,0,2,True,False,False,0.2659816157622206,0.3368677524832308,0.39715063175454857,0.4652504985280093,0.5347495014719906,0.18121471081946616,0.08476690494275443,0.14043572118099457,0.19643203130223624,0.1436000665275486,0.253550565227,9331.4720000003,,,
4,2,103,attraction,A,L,A,target,7000.0,0.75,0.65,0.73,8,14,7,0,2,1,True,True,True,0.32017316017316017,0.22753246753246753,0.4522943722943723,0.5402597402597402,0.4597402597402597,0.16294372294372295,0.15722943722943722,0.11515151515151516,0.11238095238095239,0.26216450216450216,0.19012987012987012,5775.0,0.32017316017316017,0.22753246753246753,0.4522943722943723
4,2,104,compromise,A,M,B,competitor,12140.0,0.72,0.65,0.82,8,15,5,0,1,2,False,True,False,0.3217210700067906,0.3705367284933118,0.30774220149989756,0.5896425489420949,0.4103574510579051,0.17685857340572847,0.14486249660106212,0.26543634675630107,0.10510038173701078,0.14734762878006535,0.1603945727198322,9657.434000000125,0.3217210700067906,0.3705367284933118,0.30774220149989756
4,2,105,compromise,B,R,A,competitor,8850.0,0.72,0.62,0.58,7,14,22,2,1,0,False,False,True,0.1810858478863225,0.41710588861728354,0.4018082634963939,0.518616016838061,0.481383983161939,0.0807390409006705,0.100346806985652,0.12953860538147804,0.2875672832358055,0.3083383705559125,0.09346989294048144,7125.289000000106,0.41710588861728354,0.1810858478863225,0.4018082634963939
4,2,106,compromise,B,R,C,decoy,13180.0,0.78,0.65,0.52,8,14,21,0,1,2,True,False,True,0.29086115209104957,0.44522861496760985,0.2639102329413406,0.515452840921077,0.48454715907892304,0.17394730563879082,0.11691384645225875,0.17875614675499413,0.2664724682126157,0.162749388527292,0.10116084441404856,10537.674000000348,0.44522861496760985,0.29086115209104957,0.2639102329413406
4,2,107,filler,,M,C,,10480.0,0.29,0.42,0.72,34,23,13,0,2,1,False,True,True,0.31892195282329605,0.08844903604449574,0.5926290111322082,0.3779505650756393,0.6220494349243607,0.165399697403207,0.15352225542008902,0.0,0.08844903604449574,0.2125508676724323,0.3800781434597759,7914.162000000244,,,
4,2,108,attraction,B,L,A,competitor,4210.0,0.78,0.62,0.6,7,15,14,0,2,1,False,True,True,0.38055670745684794,0.23052335240194852,0.3889199401412035,0.5737249740500282,0.4262750259499718,0.20090303337823445,0.1796536740786135,0.12041303603118539,0.11011031637076311,0.25240890464060833,0.1365110355005952,3105.976000000024,0.23052335240194852,0.38055670745684794,0.3889199401412035
4,2,109,filler,,L,B,,7540.0,0.16,0.46,0.87,62,21,11,2,0,1,True,True,True,0.2428189195251783,0.35541212537474887,0.4017689551000728,0.5775236016135352,0.4224763983864648,0.19394679413503133,0.048872125390147,0.13459105825109885,0.22082106712365002,0.24898574922740507,0.15278320587266775,6486.315000000177,,,
