,subject,block,trial,effect,target,key,choice,choice_tcd,rt,pA,pB,pC,mA,mB,mC,pos_A,pos_B,pos_C,pA_top,pB_top,pC_top
26,1,1,27,compromise,A,M,B,competitor,9810.0,0.72,0.65,0.82,5,15,2,0,1,2,True,False,False
27,1,1,28,compromise,B,R,B,target,8880.0,0.78,0.62,0.55,5,14,35,0,2,1,False,True,True
28,1,1,29,filler,,R,C,,3770.0,0.27,0.47,0.86,37,21,11,0,1,2,True,False,True
29,1,1,30,attraction,B,M,B,target,8960.0,0.78,0.65,0.63,4,15,14,0,1,2,True,True,True
30,1,1,31,attraction,B,L,B,target,6380.0,0.72,0.68,0.66,5,14,13,1,0,2,False,True,True
31,1,1,32,attraction,A,R,B,competitor,4880.0,0.72,0.68,0.7,4,14,3,1,2,0,False,False,True
32,1,1,33,compromise,B,L,B,target,8780.0,0.72,0.62,0.55,5,14,35,1,0,2,False,False,False
33,1,1,34,compromise,B,R,B,target,7300.0,0.72,0.68,0.55,4,14,35,1,2,0,True,False,True
34,1,1,35,compromise,A,M,B,competitor,4230.0,0.78,0.68,0.88,4,15,3,0,1,2,False,True,False
35,1,1,36,compromise,A,R,B,competitor,9150.0,0.75,0.65,0.82,5,15,2,0,2,1,True,False,False
36,1,1,37,compromise,B,L,B,target,6030.0,0.72,0.62,0.55,5,14,35,2,0,1,False,True,True
37,1,1,38,attraction,A,R,B,competitor,2960.0,0.78,0.62,0.76,4,15,3,1,2,0,False,False,False
38,1,1,39,compromise,A,L,B,competitor,3780.0,0.78,0.68,0.88,5,15,2,1,0,2,True,True,True
39,1,1,40,filler,,R,C,,3630.0,0.24,0.37,0.76,41,27,13,0,1,2,True,False,False
40,1,1,41,attraction,A,L,A,target,4980.0,0.72,0.62,0.7,5,15,4,0,1,2,True,True,False
41,1,1,42,attraction,A,M,B,competitor,8210.0,0.78,0.68,0.76,4,15,3,0,1,2,False,True,True
42,1,1,43,attraction,B,R,A,competitor,5490.0,0.78,0.65,0.63,5,15,14,2,0,1,False,True,True
43,1,1,44,filler,,R,C,,6160.0,0.32,0.6,0.78,31,16,12,1,0,2,True,True,False
44,1,1,45,compromise,B,R,B,target,3880.0,0.78,0.65,0.52,5,14,34,0,2,1,False,True,False
45,1,1,46,attraction,A,L,A,target,7040.0,0.75,0.65,0.73,5,14,4,0,1,2,True,True,False
46,1,1,47,attraction,A,L,B,competitor,5050.0,0.72,0.65,0.7,4,15,3,2,0,1,False,False,True
47,1,1,48,attraction,A,M,B,competitor,7860.0,0.72,0.65,0.7,5,15,4,2,1,0,True,False,False
48,1,1,49,compromise,B,R,C,decoy,11290.0,0.72,0.65,0.58,4,15,34,1,0,2,True,False,False
49,1,1,50,compromise,B,L,C,decoy,7600.0,0.75,0.62,0.58,4,15,34,1,2,0,True,True,False
50,1,1,51,attraction,A,M,B,competitor,2620.0,0.75,0.65,0.73,4,15,3,0,1,2,False,True,False
51,1,1,52,attraction,B,M,B,target,5100.0,0.75,0.62,0.6,4,15,14,0,1,2,False,True,True
52,1,1,53,attraction,A,M,B,competitor,6260.0,0.75,0.65,0.73,5,15,4,2,1,0,False,False,False
53,1,1,54,attraction,B,L,B,target,7000.0,0.78,0.68,0.66,4,14,13,1,0,2,False,False,True
54,1,1,55,filler,,R,C,,3670.0,0.19,0.56,0.8,52,17,12,1,0,2,True,False,False
55,1,1,56,compromise,B,R,C,decoy,5100.0,0.72,0.68,0.58,5,14,35,0,1,2,False,False,False
56,1,1,57,filler,,R,C,,6680.0,0.28,0.67,0.78,35,14,12,1,0,2,False,True,False
57,1,1,58,attraction,B,M,B,target,4550.0,0.78,0.62,0.6,4,14,13,0,1,2,False,False,False
58,1,1,59,attraction,A,M,A,target,5870.0,0.75,0.65,0.73,5,14,4,1,2,0,True,False,False
59,1,1,60,filler,,R,C,,6710.0,0.19,0.59,0.81,52,16,12,0,1,2,True,False,True
60,1,1,61,attraction,B,R,B,target,15080.0,0.72,0.62,0.6,4,15,14,0,2,1,True,True,True
61,1,1,62,attraction,B,L,B,target,4750.0,0.78,0.62,0.6,5,15,14,1,0,2,False,True,False
62,1,1,63,attraction,A,L,B,competitor,5080.0,0.75,0.68,0.73,4,14,3,2,0,1,False,True,True
63,1,1,64,compromise,A,M,B,competitor,3540.0,0.78,0.62,0.85,5,14,2,2,1,0,True,False,False
64,1,1,65,attraction,B,L,B,target,6280.0,0.72,0.65,0.63,5,14,13,2,0,1,True,True,True
65,1,1,66,filler,,L,C,,7260.0,0.29,0.42,0.72,34,23,13,2,1,0,False,False,False
66,1,1,67,filler,,R,C,,2930.0,0.31,0.38,0.85,32,26,11,0,1,2,False,False,False
67,1,1,68,filler,,L,C,,7180.0,0.27,0.61,0.89,37,16,11,1,2,0,True,False,True
68,1,1,69,compromise,A,L,B,competitor,6470.0,0.75,0.68,0.88,4,15,3,1,0,2,False,True,True
69,1,1,70,attraction,B,L,B,target,5340.0,0.72,0.62,0.6,5,14,13,1,0,2,True,True,True
70,1,1,71,compromise,A,R,B,competitor,6660.0,0.78,0.65,0.82,5,14,3,0,2,1,False,False,True
71,1,1,72,attraction,A,M,B,competitor,3290.0,0.78,0.62,0.76,5,14,4,0,1,2,True,True,True
72,1,1,73,attraction,A,L,B,competitor,2960.0,0.78,0.68,0.76,5,15,4,2,0,1,True,True,True
73,1,1,74,compromise,A,M,B,competitor,3920.0,0.78,0.68,0.82,5,15,3,2,1,0,False,False,True
74,1,1,75,attraction,B,L,B,target,3340.0,0.72,0.62,0.6,5,15,14,2,0,1,False,False,False
75,1,2,76,attraction,B,R,A,competitor,5540.0,0.78,0.65,0.63,9,15,14,2,1,0,True,True,True
76,1,2,77,attraction,A,R,A,target,6320.0,0.75,0.65,0.73,9,15,8,2,1,0,False,True,True
77,1,2,78,attraction,B,R,B,target,6670.0,0.72,0.65,0.63,9,14,13,1,2,0,True,False,True
78,1,2,79,compromise,A,L,B,competitor,5180.0,0.78,0.68,0.88,9,15,4,2,0,1,True,False,True
79,1,2,80,compromise,A,M,B,competitor,4370.0,0.72,0.65,0.82,9,15,4,0,1,2,True,False,True
80,1,2,81,compromise,B,M,C,decoy,2920.0,0.75,0.68,0.55,8,14,28,0,2,1,True,True,True
81,1,2,82,attraction,B,L,B,target,3560.0,0.78,0.68,0.66,8,14,13,1,0,2,True,False,True
82,1,2,83,filler,,R,C,,8160.0,0.27,0.47,0.86,37,21,11,1,0,2,False,True,False
83,1,2,84,compromise,B,M,B,target,8610.0,0.72,0.65,0.58,8,15,28,2,1,0,False,False,False
84,1,2,85,compromise,B,L,C,decoy,8890.0,0.72,0.65,0.52,9,15,28,1,2,0,True,True,True
85,1,2,86,attraction,B,M,B,target,5540.0,0.72,0.62,0.6,8,15,14,2,1,0,False,False,False
86,1,2,87,attraction,A,L,B,competitor,7900.0,0.72,0.65,0.7,9,15,8,1,0,2,False,False,True
87,1,2,88,compromise,B,L,C,decoy,4490.0,0.78,0.62,0.55,9,14,29,2,1,0,False,True,False
88,1,2,89,attraction,B,L,B,target,6260.0,0.75,0.65,0.63,8,14,13,2,0,1,False,True,True
89,1,2,90,filler,,M,C,,7650.0,0.31,0.38,0.85,32,26,11,2,0,1,False,False,False
90,1,2,91,attraction,B,L,B,target,4830.0,0.78,0.65,0.63,8,15,14,1,0,2,True,True,False
91,1,2,92,filler,,M,C,,4190.0,0.29,0.42,0.72,34,23,13,2,0,1,False,True,True
92,1,2,93,filler,,M,C,,4910.0,0.19,0.56,0.8,52,17,12,0,2,1,False,False,False
93,1,2,94,compromise,B,L,C,decoy,3980.0,0.75,0.62,0.58,9,14,29,2,1,0,True,False,False
94,1,2,95,filler,,L,C,,4000.0,0.32,0.48,0.85,31,20,11,1,2,0,True,True,False
95,1,2,96,attraction,A,R,B,competitor,8050.000000000001,0.78,0.62,0.76,8,15,7,0,2,1,False,False,True
96,1,2,97,filler,,L,C,,5620.0,0.16,0.46,0.87,62,21,11,2,1,0,False,True,False
97,1,2,98,compromise,A,L,B,competitor,11410.0,0.78,0.68,0.88,8,15,5,2,0,1,True,False,True
98,1,2,99,compromise,A,R,B,competitor,2550.0,0.75,0.65,0.82,9,15,4,1,2,0,False,True,True
99,1,2,100,filler,,L,C,,4610.0,0.24,0.37,0.76,41,27,13,2,1,0,False,True,False
100,1,2,101,compromise,A,M,B,competitor,3250.0,0.78,0.68,0.82,9,15,5,2,1,0,True,True,True
101,1,2,102,compromise,B,M,C,decoy,4210.0,0.75,0.62,0.58,8,15,28,2,0,1,False,False,True
102,1,2,103,filler,,L,C,,8230.0,0.27,0.61,0.89,37,16,11,1,2,0,False,False,True
103,1,2,104,attraction,A,M,B,competitor,3140.0,0.78,0.68,0.76,9,15,8,0,1,2,False,True,True
104,1,2,105,attraction,A,R,B,competitor,3930.0,0.75,0.65,0.73,8,15,7,1,2,0,False,True,False
105,1,2,106,compromise,B,M,C,decoy,2930.0,0.78,0.65,0.52,9,14,28,0,2,1,False,False,False
106,1,2,107,compromise,B,L,B,target,3880.0,0.72,0.68,0.58,8,15,29,2,0,1,False,True,False
107,1,2,108,attraction,B,M,B,target,2580.0,0.72,0.62,0.6,9,14,13,0,1,2,False,False,False
108,1,2,109,filler,,R,C,,13030.0,0.32,0.6,0.78,31,16,12,1,0,2,True,False,False
109,1,2,110,filler,,M,C,,4500.0,0.19,0.59,0.81,52,16,12,0,2,1,True,True,True
110,1,2,111,compromise,A,L,A,target,6580.0,0.78,0.65,0.82,9,14,4,0,1,2,False,True,False
111,1,2,112,compromise,A,M,B,competitor,2890.0,0.72,0.68,0.82,9,15,4,2,1,0,False,False,True
112,1,2,113,compromise,A,M,B,competitor,5240.0,0.78,0.62,0.85,9,14,4,0,1,2,True,False,True
113,1,2,114,compromise,A,R,B,competitor,2660.0,0.75,0.65,0.85,9,15,5,0,2,1,False,True,True
114,1,2,115,attraction,A,R,B,competitor,3540.0,0.78,0.68,0.76,8,15,7,0,2,1,False,True,True
115,1,2,116,compromise,B,M,C,decoy,3950.0,0.72,0.68,0.52,9,15,29,2,0,1,True,True,True
116,1,2,117,attraction,B,R,B,target,2880.0,0.78,0.62,0.6,8,14,13,0,2,1,True,True,True
117,1,2,118,attraction,B,L,B,target,3020.0,0.72,0.68,0.66,9,14,13,1,0,2,True,False,False
118,1,2,119,attraction,A,M,B,competitor,2400.0,0.75,0.68,0.73,8,14,7,0,1,2,False,False,False
119,1,2,120,attraction,A,L,B,competitor,2600.0,0.75,0.65,0.73,9,14,8,2,0,1,False,False,False
120,1,2,121,attraction,B,M,B,target,2090.0,0.72,0.62,0.6,9,15,14,0,1,2,True,False,False
121,1,2,122,compromise,B,R,C,decoy,3130.0,0.75,0.65,0.55,9,14,28,1,0,2,False,True,True
122,1,2,123,attraction,A,M,B,competitor,7760.0,0.75,0.65,0.73,9,14,8,0,1,2,True,False,False
123,1,2,124,compromise,B,L,C,decoy,5480.0,0.72,0.68,0.58,9,14,29,1,2,0,True,True,False
124,1,2,125,attraction,B,M,B,target,3870.0,0.78,0.65,0.63,9,15,14,2,1,0,True,True,False
125,1,2,126,compromise,A,L,B,competitor,3230.0,0.75,0.68,0.88,8,15,5,1,0,2,True,False,False
126,1,2,127,compromise,A,R,B,competitor,2400.0,0.72,0.68,0.82,9,15,4,0,2,1,False,False,True
127,1,2,128,compromise,B,R,C,decoy,2630.0,0.72,0.62,0.58,8,14,29,1,0,2,True,True,False
128,1,2,129,attraction,B,R,B,target,6080.0,0.75,0.68,0.66,8,14,13,0,2,1,False,False,False
129,1,2,130,filler,,R,C,,3690.0,0.28,0.67,0.78,35,14,12,0,1,2,True,True,False
130,1,2,131,compromise,B,L,C,decoy,4520.0,0.72,0.62,0.55,9,14,29,1,2,0,True,True,True
131,1,2,132,attraction,A,L,B,competitor,2960.0,0.72,0.62,0.7,9,15,8,1,0,2,False,True,True
132,1,2,133,attraction,B,M,B,target,5250.0,0.78,0.62,0.6,8,15,14,2,1,0,False,False,True
133,1,2,134,attraction,A,M,B,competitor,9010.0,0.72,0.68,0.7,8,14,7,0,1,2,True,True,True
134,1,2,135,compromise,A,M,B,competitor,4480.0,0.78,0.62,0.85,8,15,4,0,1,2,False,False,True
135,1,2,136,attraction,A,M,B,competitor,2480.0,0.72,0.65,0.7,8,15,7,2,1,0,False,False,False
136,1,2,137,attraction,B,R,B,target,4550.0,0.72,0.62,0.6,9,15,14,1,2,0,True,False,False
137,1,2,138,attraction,B,L,B,target,2860.0,0.75,0.62,0.6,8,15,14,2,0,1,True,True,True
138,1,2,139,attraction,A,M,B,competitor,5070.0,0.78,0.62,0.76,9,14,8,2,1,0,False,True,True
139,1,2,140,attraction,A,M,B,competitor,9710.0,0.72,0.65,0.7,8,14,7,0,1,2,True,False,False
140,1,2,141,compromise,A,M,B,competitor,2870.0,0.78,0.65,0.82,9,14,5,0,1,2,False,False,False
141,1,2,142,attraction,B,M,B,target,4640.0,0.78,0.62,0.6,9,15,14,0,1,2,False,True,False
142,1,2,143,compromise,B,M,C,decoy,2660.0,0.72,0.62,0.55,9,14,29,2,0,1,False,False,False
143,1,2,144,compromise,B,L,C,decoy,4040.0,0.72,0.68,0.55,8,14,29,1,2,0,True,False,True
144,1,2,145,compromise,A,M,B,competitor,3050.0,0.75,0.62,0.88,8,15,5,2,1,0,False,True,False
145,1,2,146,attraction,A,M,B,competitor,2040.0,0.72,0.65,0.7,8,15,7,2,1,0,False,True,True
146,1,2,147,compromise,A,L,B,competitor,2210.0,0.75,0.62,0.88,9,15,4,2,0,1,False,False,True
147,1,2,148,attraction,A,L,B,competitor,2890.0,0.75,0.65,0.73,9,15,8,1,0,2,False,False,True
148,1,2,149,compromise,B,L,C,decoy,2580.0,0.72,0.65,0.55,8,15,29,2,1,0,False,True,True
149,1,2,150,compromise,A,R,B,competitor,2380.0,0.78,0.68,0.85,8,15,4,0,2,1,True,False,True
150,1,3,151,attraction,A,L,B,competitor,4750.0,0.75,0.65,0.73,11,15,10,1,0,2,True,True,False
151,1,3,152,compromise,B,R,A,competitor,8940.0,0.72,0.68,0.58,10,15,21,2,1,0,True,True,True
152,1,3,153,attraction,A,M,A,target,5000.0,0.78,0.62,0.76,11,14,10,1,2,0,True,True,True
153,1,3,154,compromise,B,M,A,competitor,4610.0,0.75,0.62,0.58,11,14,21,1,0,2,True,True,True
154,1,3,155,compromise,B,M,A,competitor,4120.0,0.72,0.65,0.55,10,15,21,1,2,0,True,True,True
155,1,3,156,attraction,A,M,B,competitor,3160.0,0.75,0.68,0.73,10,14,9,0,1,2,False,True,True
156,1,3,157,compromise,B,M,C,decoy,4560.0,0.72,0.68,0.58,11,14,21,2,0,1,True,True,True
157,1,3,158,attraction,B,R,B,target,6710.0,0.78,0.68,0.66,10,14,13,0,2,1,False,True,False
158,1,3,159,attraction,A,L,B,competitor,3340.0,0.78,0.68,0.76,11,15,10,2,0,1,False,False,True
159,1,3,160,attraction,B,M,B,target,8220.0,0.78,0.62,0.6,11,15,14,0,1,2,False,True,True
160,1,3,161,attraction,A,R,B,competitor,7400.0,0.75,0.65,0.73,11,14,10,0,2,1,False,False,True
161,1,3,162,compromise,A,L,B,competitor,6150.0,0.75,0.68,0.88,10,15,9,2,0,1,True,False,False
162,1,3,163,compromise,B,R,B,target,9260.0,0.72,0.68,0.55,10,14,21,1,2,0,False,True,True
163,1,3,164,attraction,A,M,B,competitor,2860.0,0.78,0.68,0.76,10,15,9,2,1,0,False,True,True
164,1,3,165,attraction,A,M,B,competitor,2890.0,0.72,0.65,0.7,10,15,9,2,1,0,True,True,True
165,1,3,166,attraction,B,M,B,target,3350.0,0.78,0.62,0.6,10,15,14,0,1,2,False,False,True
166,1,3,167,compromise,B,L,A,competitor,3520.0,0.72,0.65,0.52,11,15,20,0,1,2,False,False,False
167,1,3,168,compromise,B,R,B,target,4280.0,0.72,0.62,0.55,11,14,21,1,2,0,True,True,True
168,1,3,169,filler,,M,C,,8320.0,0.32,0.6,0.78,31,16,12,0,2,1,False,True,True
169,1,3,170,attraction,B,L,B,target,4390.0,0.72,0.62,0.6,11,14,13,1,0,2,True,False,True
170,1,3,171,compromise,A,M,B,competitor,6050.0,0.78,0.62,0.85,11,14,8,0,1,2,True,True,False
171,1,3,172,filler,,M,C,,8180.0,0.19,0.59,0.81,52,16,12,2,0,1,False,False,True
172,1,3,173,compromise,A,L,B,competitor,4860.0,0.72,0.68,0.82,11,15,8,1,0,2,False,True,False
173,1,3,174,compromise,A,M,B,competitor,12170.0,0.78,0.68,0.82,11,15,9,0,1,2,False,True,True
174,1,3,175,compromise,A,R,B,competitor,3700.0,0.75,0.62,0.88,11,15,8,0,2,1,True,True,True
175,1,3,176,compromise,A,R,B,competitor,9840.0,0.75,0.65,0.82,11,15,8,1,2,0,True,True,False
176,1,3,177,attraction,A,M,A,target,3860.0,0.75,0.65,0.73,11,14,10,1,2,0,True,False,False
177,1,3,178,attraction,B,M,B,target,3700.0,0.72,0.62,0.6,10,15,14,2,1,0,True,False,True
178,1,3,179,filler,,L,C,,2900.0,0.29,0.42,0.72,34,23,13,2,1,0,True,True,True
179,1,3,180,compromise,A,M,C,decoy,8730.0,0.78,0.62,0.85,10,15,8,2,0,1,False,False,True
180,1,3,181,compromise,B,M,A,competitor,8160.0,0.75,0.65,0.55,11,14,20,1,0,2,True,True,False
181,1,3,182,compromise,B,R,B,target,4210.0,0.72,0.68,0.52,11,15,21,0,2,1,False,False,False
182,1,3,183,attraction,B,R,B,target,7010.0,0.72,0.65,0.63,11,14,13,1,2,0,True,True,False
183,1,3,184,attraction,B,M,B,target,3170.0,0.72,0.62,0.6,11,15,14,0,1,2,False,True,True
184,1,3,185,attraction,B,R,A,competitor,5430.0,0.78,0.62,0.6,10,14,13,2,0,1,False,True,True
185,1,3,186,attraction,A,L,B,competitor,7640.0,0.72,0.65,0.7,10,14,9,2,0,1,False,False,True
186,1,3,187,attraction,A,R,B,competitor,14720.0,0.75,0.65,0.73,11,15,10,0,2,1,False,True,False
187,1,3,188,filler,,R,C,,4600.0,0.19,0.56,0.8,52,17,12,1,0,2,True,False,True
188,1,3,189,filler,,M,C,,4220.0,0.32,0.48,0.85,31,20,11,0,2,1,True,False,True
189,1,3,190,attraction,A,L,B,competitor,3770.0,0.75,0.65,0.73,10,15,9,1,0,2,False,True,False
190,1,3,191,compromise,B,M,A,competitor,14200.0,0.78,0.62,0.55,11,14,21,1,2,0,True,False,False
191,1,3,192,filler,,L,C,,3190.0,0.24,0.37,0.76,41,27,13,2,1,0,True,False,False
192,1,3,193,attraction,B,M,A,competitor,7230.0,0.75,0.65,0.63,10,14,13,1,0,2,True,False,False
193,1,3,194,attraction,B,L,B,target,4670.0,0.78,0.65,0.63,11,15,14,2,0,1,False,True,False
194,1,3,195,compromise,B,L,A,competitor,3750.0,0.72,0.62,0.55,11,14,21,0,1,2,True,False,False
195,1,3,196,compromise,B,M,A,competitor,5370.0,0.72,0.62,0.58,10,14,21,1,2,0,False,False,False
196,1,3,197,attraction,A,M,B,competitor,11540.0,0.72,0.65,0.7,11,15,10,2,1,0,True,True,False
197,1,3,198,filler,,M,C,,2710.0,0.31,0.38,0.85,32,26,11,0,2,1,False,False,False
198,1,3,199,attraction,B,R,A,competitor,10540.0,0.78,0.65,0.63,11,15,14,2,0,1,False,True,True
199,1,3,200,compromise,B,R,B,target,6610.0,0.75,0.68,0.55,10,14,20,0,2,1,True,False,False
200,1,3,201,compromise,B,L,A,competitor,9650.0,0.78,0.65,0.52,11,14,20,0,2,1,True,True,True
201,1,3,202,filler,,L,C,,3010.0,0.16,0.46,0.87,62,21,11,1,2,0,True,True,True
202,1,3,203,compromise,A,R,A,target,8540.0,0.72,0.65,0.82,11,15,8,2,1,0,True,False,True
203,1,3,204,compromise,A,R,A,target,4470.0,0.78,0.68,0.85,10,15,8,2,1,0,True,False,False
204,1,3,205,compromise,A,M,C,decoy,9500.0,0.75,0.65,0.85,11,15,9,2,0,1,False,True,False
205,1,3,206,compromise,A,M,A,target,4080.0,0.78,0.65,0.82,11,14,8,1,0,2,False,False,False
206,1,3,207,compromise,A,R,B,competitor,5340.0,0.72,0.68,0.82,11,15,8,1,2,0,True,True,True
207,1,3,208,attraction,B,M,B,target,6290.0,0.78,0.65,0.63,10,15,14,2,1,0,True,True,True
208,1,3,209,attraction,A,R,C,decoy,5700.0,0.72,0.68,0.7,10,14,9,1,0,2,False,True,True
209,1,3,210,compromise,A,M,A,target,12590.0,0.75,0.62,0.88,10,15,9,1,2,0,False,True,True
210,1,3,211,compromise,A,R,C,decoy,5500.0,0.78,0.68,0.88,10,15,9,0,1,2,True,True,True
211,1,3,212,attraction,A,R,A,target,8119.999999999999,0.72,0.62,0.7,11,15,10,2,0,1,False,True,False
212,1,3,213,compromise,B,R,B,target,6260.0,0.72,0.65,0.58,10,15,20,0,2,1,True,True,False
213,1,3,214,compromise,A,R,B,competitor,4720.0,0.78,0.68,0.88,11,15,8,0,2,1,True,False,False
214,1,3,215,filler,,L,C,,11820.0,0.27,0.47,0.86,37,21,11,1,2,0,False,True,True
215,1,3,216,attraction,B,R,B,target,7270.0,0.72,0.68,0.66,11,14,13,0,2,1,True,True,True
216,1,3,217,compromise,B,M,A,competitor,13230.0,0.75,0.62,0.58,10,15,20,1,2,0,True,False,False
217,1,3,218,attraction,A,R,A,target,12410.0,0.78,0.62,0.76,10,15,9,2,1,0,False,False,False
218,1,3,219,filler,,L,C,,5030.0,0.27,0.61,0.89,37,16,11,1,2,0,True,True,True
219,1,3,220,attraction,A,R,B,competitor,5840.0,0.72,0.65,0.7,10,15,9,1,2,0,True,False,False
220,1,3,221,attraction,B,R,B,target,11530.0,0.72,0.62,0.6,11,15,14,0,2,1,False,True,True
221,1,3,222,attraction,B,R,B,target,4590.0,0.75,0.62,0.6,10,15,14,0,2,1,False,False,False
222,1,3,223,filler,,R,C,,7690.0,0.28,0.67,0.78,35,14,12,1,0,2,True,True,False
223,1,3,224,compromise,A,M,A,target,5590.0,0.78,0.65,0.82,11,14,9,1,0,2,True,True,True
224,1,3,225,attraction,B,L,B,target,8700.0,0.75,0.68,0.66,10,14,13,1,0,2,True,True,True
0,2,1,1,filler,,M,C,,4260.0,0.31,0.38,0.85,32,26,11,0,2,1,False,False,False
1,2,1,2,compromise,A,L,A,target,3330.0,0.78,0.68,0.82,13,15,9,0,2,1,False,False,False
2,2,1,3,attraction,B,M,A,competitor,8180.0,0.72,0.62,0.6,13,14,13,1,0,2,True,True,True
3,2,1,4,attraction,A,L,A,target,10780.0,0.75,0.68,0.73,12,14,11,0,2,1,True,False,True
4,2,1,5,filler,,M,C,,8870.0,0.27,0.61,0.89,37,16,11,0,2,1,True,True,True
5,2,1,6,filler,,L,C,,10270.0,0.32,0.6,0.78,31,16,12,2,1,0,True,True,True
6,2,1,7,compromise,A,L,A,target,7610.0,0.78,0.68,0.88,12,15,9,0,2,1,True,True,False
7,2,1,8,attraction,A,L,A,target,10700.0,0.72,0.62,0.7,13,15,12,0,1,2,True,False,True
8,2,1,9,attraction,A,R,A,target,6190.0,0.75,0.65,0.73,13,14,12,2,1,0,True,False,False
9,2,1,10,compromise,A,L,A,target,8010.0,0.75,0.62,0.88,12,15,9,0,2,1,True,False,False
10,2,1,11,attraction,A,M,A,target,6370.0,0.78,0.68,0.76,13,15,12,1,2,0,False,True,True
11,2,1,12,filler,,L,C,,7520.0,0.27,0.47,0.86,37,21,11,2,1,0,True,True,True
12,2,1,13,attraction,B,L,A,competitor,7480.0,0.78,0.65,0.63,13,15,14,0,2,1,True,True,False
13,2,1,14,attraction,B,R,A,competitor,4910.0,0.72,0.65,0.63,13,14,13,2,0,1,False,False,False
14,2,1,15,compromise,A,R,A,target,5890.0,0.72,0.68,0.82,13,15,8,2,0,1,False,False,False
15,2,1,16,compromise,B,R,A,competitor,6640.0,0.72,0.68,0.52,13,15,35,2,0,1,True,True,True
16,2,1,17,compromise,B,R,A,competitor,5930.0,0.72,0.65,0.58,12,15,34,2,0,1,False,False,True
17,2,1,18,attraction,B,R,A,competitor,7620.0,0.72,0.62,0.6,12,15,14,2,1,0,False,True,True
18,2,1,19,compromise,A,M,A,target,8000.0,0.78,0.68,0.85,12,15,8,1,0,2,False,False,False
19,2,1,20,attraction,A,M,A,target,8820.0,0.72,0.65,0.7,13,15,12,1,0,2,True,False,True
20,2,1,21,compromise,A,M,A,target,4630.0,0.78,0.65,0.82,13,14,8,1,0,2,False,True,True
21,2,1,22,compromise,A,M,A,target,7330.0,0.75,0.65,0.85,13,15,9,1,0,2,False,False,True
22,2,1,23,compromise,A,M,A,target,10610.0,0.72,0.68,0.82,13,15,8,1,2,0,True,True,False
23,2,1,24,compromise,A,L,A,target,12010.0,0.75,0.65,0.82,13,15,8,0,1,2,True,False,False
24,2,1,25,attraction,B,L,A,competitor,6390.0,0.72,0.62,0.6,13,15,14,0,2,1,False,True,True
25,2,1,26,attraction,A,L,A,target,7260.0,0.75,0.65,0.73,13,15,12,0,1,2,True,False,True
26,2,1,27,compromise,B,L,A,competitor,4770.0,0.72,0.62,0.58,12,14,35,0,1,2,True,True,True
27,2,1,28,compromise,B,M,A,competitor,3750.0,0.78,0.65,0.52,13,14,34,1,0,2,False,True,True
28,2,1,29,compromise,A,M,A,target,5510.0,0.75,0.62,0.88,13,15,8,1,2,0,False,False,True
29,2,1,30,compromise,A,M,A,target,6600.0,0.72,0.65,0.82,13,15,8,1,0,2,False,False,False
30,2,1,31,compromise,B,M,A,competitor,8750.0,0.72,0.68,0.58,12,15,35,1,2,0,True,False,True
31,2,1,32,filler,,R,C,,5080.0,0.19,0.59,0.81,52,16,12,0,1,2,False,True,False
32,2,1,33,attraction,B,L,A,competitor,9930.0,0.75,0.65,0.63,12,14,13,0,2,1,True,False,False
33,2,1,34,compromise,B,R,A,competitor,6620.0,0.75,0.62,0.58,13,14,35,2,0,1,False,True,True
34,2,1,35,compromise,B,M,A,competitor,5690.0,0.72,0.65,0.52,13,15,34,1,2,0,False,False,False
35,2,1,36,filler,,R,C,,2240.0,0.29,0.42,0.72,34,23,13,1,0,2,True,True,True
36,2,1,37,attraction,A,L,A,target,6940.0,0.78,0.68,0.76,12,15,11,0,1,2,True,False,False
37,2,1,38,attraction,B,L,A,competitor,6300.0,0.72,0.62,0.6,13,15,14,0,1,2,True,True,False
38,2,1,39,filler,,R,C,,6170.0,0.16,0.46,0.87,62,21,11,0,1,2,False,True,True
39,2,1,40,compromise,A,R,A,target,9850.0,0.78,0.65,0.82,13,14,9,2,0,1,False,True,True
40,2,1,41,compromise,B,M,A,competitor,5970.0,0.75,0.68,0.55,12,14,34,1,0,2,True,True,False
41,2,1,42,compromise,B,L,A,competitor,4090.0,0.72,0.68,0.58,13,14,35,0,2,1,False,True,False
42,2,1,43,attraction,B,L,A,competitor,7680.0,0.75,0.62,0.6,12,15,14,0,1,2,True,True,False
43,2,1,44,compromise,B,R,A,competitor,6130.0,0.72,0.62,0.55,13,14,35,2,0,1,False,False,True
44,2,1,45,compromise,A,R,A,target,6740.0,0.78,0.68,0.88,13,15,8,2,1,0,True,False,False
45,2,1,46,compromise,A,M,A,target,5940.0,0.78,0.62,0.85,13,14,8,1,0,2,True,False,False
46,2,1,47,attraction,B,M,A,competitor,9020.0,0.78,0.68,0.66,12,14,13,1,2,0,True,True,False
47,2,1,48,attraction,B,L,A,competitor,11970.0,0.78,0.65,0.63,13,15,14,0,1,2,False,True,False
48,2,1,49,compromise,B,L,A,competitor,7160.0,0.78,0.62,0.55,13,14,35,0,1,2,False,True,True
49,2,1,50,attraction,A,R,A,target,5720.0,0.72,0.65,0.7,12,14,11,2,1,0,False,False,False
50,2,1,51,compromise,B,M,A,competitor,4059.9999999999995,0.72,0.68,0.55,12,14,35,1,0,2,False,False,True
