,subject,nll,bic,model,alpha,gamma,theta,beta
19,19,182.12705412250557,385.9185098538288,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.51148559298747,0.5152183867360766,0.508425493973209,0.17553389656242116
