,subject,nll,bic,model,alpha,gamma,theta,beta
9,9,105.04823291964837,231.76086744811442,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.23209783476813672,1.0,0.5933948752291603,0.7735625578006982
