,subject,nll,bic,model,alpha,gamma,theta,beta
26,26,169.85155665625808,361.36751492133385,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.26633281206237075,0.4115111544804685,0.6775782916049767,0.5193162022134729
