,subject,nll,bic,model,alpha,gamma,theta,beta
21,21,134.15376515365193,289.97193191612155,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.45771651693469345,0.45582923084758603,0.6600571421557361,0.25753091450292276
