,subject,nll,bic,model,alpha,gamma,theta,beta
42,42,201.38809647790464,424.44059456462696,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.500861807021082,0.45526109295963924,0.5375320564716063,0.17739253932840804
