,subject,nll,bic,model,alpha,gamma,theta,beta
30,30,120.50913996536497,262.6826815395476,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.31664012292056265,1.0,0.8832253443933296,0.48191570584686455
