,subject,nll,bic,model,alpha,gamma,theta,beta
16,16,144.48164368642983,310.62768898167735,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.696440959644462,0.6664953083287912,0.8849186016193492,0.12111897838213873
