,subject,nll,bic,model,alpha,gamma,theta,beta
22,22,177.11166594586007,375.8877335005378,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.2285316454314675,1.0,0.6198780721064484,0.44717300137769167
