,subject,nll,bic,model,alpha,gamma,theta,beta
1,1,145.87908110514985,313.4225638191174,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.38248863289486457,1.0,0.4210048172534105,0.222634348618811
