,subject,nll,bic,model,alpha,gamma,theta,beta
27,27,139.11511339562466,299.894628400067,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.2491483898478699,1.0,0.7127140754117964,0.7624509947318865
