,subject,nll,bic,model,alpha,gamma,theta,beta
7,7,143.97285118893285,309.6101039866834,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.7529801398287871,0.6926213095084832,0.7140227186040577,0.1200826956998014
