,subject,nll,bic,model,alpha,gamma,lam,phi,beta
17,17,127.67090872558146,282.422319462185,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-free,0.37012646527569104,0.6221467806385387,0.6526232612179736,0.14077320574355034,0.8423114189265504
