,subject,nll,bic,model,alpha,gamma,lam,phi,beta
5,5,91.54304169763535,210.1665854062928,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-free,0.14826066537609997,1.0,0.14042380003567143,0.0,1.406291058171357
