,subject,nll,bic,model,alpha,gamma,lam,phi,beta
34,34,143.92304970687593,314.92660142477393,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-free,0.6417733646903919,1.0,0.8391306310000081,0.03549373993102631,0.18360583081711324
