subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
42-pt,208.49312888288324,444.06675977678856,mdft,0.49753398731850057,,47.01887484243719,,668.7595441771424,,0.3740617004629649,,0.0036242515724486573,
