subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
17-pt,190.6251470918351,408.33079619469225,mdft,0.5526720208637168,,13.892615090488901,,563.6258934960098,,0.0,,0.5241111590651613,
