subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
12-mdft,133.716842396736,294.5141868044941,mdft,0.7178404846439532,0.71144677954865,49.785494917677475,48.65687758062042,527.3427833486461,466.089099168651,0.018937300606518645,0.0602531369629583,0.026749204994768867,0.0115386240033006
