subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
21-mdft,149.94245104673087,326.9654041044838,mdft,0.5646502270800946,0.570354039337292,50.0,36.81332165128484,322.7525509694425,580.2450228276101,0.13566802839570993,0.1721133124536383,0.0021884929778574094,0.00237485426273
