subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
33-gaze-baseline-stat,246.4517968945255,519.9840958000731,mdft,0.443045359402314,,32.09101420797728,,707.3751501385874,,0.004433197282844769,,691.7378325182567,
