subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
33-eu,182.38949722269257,391.8594964564072,mdft,0.6177936274844589,,38.66350647427494,,830.8448761047507,,0.0,,0.17769323719386368,
