subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
13-glickman1layer,178.87606449869696,384.832631008416,mdft,0.5131276905692436,,1.0,,333.47800337145446,,0.012707296328931611,,0.07723763886286618,
