subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
19-glickman1layer,211.387373830969,449.8552496729601,mdft,0.43417818347245274,,1.0883921611488736,,761.5796208794981,,0.01606227011810163,,0.35392655449455523,
