subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
36-gaze-baseline-stat,244.19886237216426,515.4782267553506,mdft,0.4377692714828526,,44.2805600446983,,559.6659328290726,,0.0,,206.6654470174744,
