subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
9-pt,153.53919862250154,334.15889925602517,mdft,0.6967495188904155,,2.5233689153952588,,195.2270825552094,,0.0034329938140146674,,0.1154990435988426,
