subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
24-gaze-baseline-dyn,241.69579490572372,510.4720918224695,mdft,0.9127772109284938,,21.147387937980533,,844.4388669770527,,0.0,,74.17442367348869,
