subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
42-gaze-baseline-dyn,243.04158778260455,513.1636775762312,mdft,0.10093465687592784,,24.22109375172958,,998.3074782099461,,0.07206496049979177,,13.194135817564499,
