subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
42-eu,237.83175311482637,502.7440082406748,mdft,0.42612544604687186,,40.97520181142696,,900.994808507316,,0.004512667415171486,,3.1647795774782153,
