subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
16-gaze-baseline-stat,242.21887941759203,511.51826084620615,mdft,0.2964859555017121,,46.976034574123894,,600.5186774724882,,0.0,,33.06255852081127,
