subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
37-mdft,139.36573054119273,305.81196309340754,mdft,0.6583218077468892,0.6566112231974903,43.53472638566647,50.0,961.3704916914509,1000.0,0.15689999422325432,0.1522987858233309,0.00022684830109618169,0.0004503003700041
