subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
38-gaze-baseline-dyn,225.0778843921209,477.23627079526386,mdft,0.333094062599455,,11.482056707825667,,57.10358027980588,,0.010884008575498332,,1.8294859431272301,
