subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
5-eu,179.0264208399176,385.13334369085726,mdft,0.782643355869953,,18.162732376386224,,218.21132196460323,,0.0,,0.1866758547989191,
