subject,nll,bic,model,w,w_gen,wd,wd_gen,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen
43-glickman1layer,221.6151995240126,470.3109010590473,mdft,0.4443390248489168,,47.99560392267598,,624.8942694699838,,0.00803292549205492,,0.3652439319107799,
