,subject,nll,bic,model,w_p,eta,theta,lam,beta
23,23,114.65815367220242,256.3968093554269,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-none,0.3412741987693552,1.0,0.378037529983306,0.9146307547781056,3.2130541355157365
