,subject,nll,bic,model,w_p,eta,theta,lam,beta
34,34,144.90420650119339,316.88891501340885,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-none,0.6069565094380134,0.935111772921834,0.7112605347021572,0.7921681244731993,6.155443736425624
