,subject,nll,bic,model,w_p,eta,theta,lam,beta
14,14,145.51168015759725,318.1038623262166,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-none,0.5589758153383029,1.0,0.5802609540605485,0.7335324033458118,5.687473175044527
