,subject,nll,bic,model,w_p,eta,theta,lam,beta
3,3,121.9887162995492,271.05793461012047,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-none,0.6403509393798466,0.8212627361345841,0.5712356860856945,0.676933490690474,7.708797105520398
