,subject,nll,bic,model,w_p,eta,theta,lam,beta
0,0,105.72730597767307,238.53511396636824,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-none,0.6415948812947451,0.9774654514258979,0.24681472104223084,0.5503561563648484,5.907992857563689
