,subject,nll,bic,model,alpha,gamma,theta,lam,phi,wd,w_p,beta
12,12,112.7984280844006,268.92565938643656,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-distance-dependent,0.2550927582121558,1.0,0.784165430811711,0.842117880839896,0.0006870405482791664,40.09428862727054,0.1643285795186231,2.3921243179236233
