,subject,nll,bic,model,alpha,gamma,theta,lam,phi,wd,w_p,beta
14,14,112.41932293948943,268.16744909661423,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-distance-dependent,0.45039551941509576,0.4075991111701658,0.8003940008830204,0.5788577759669437,0.00021567962309355246,31.660328780685486,0.8932235676245784,4.480811148594232
