,subject,nll,bic,model,alpha,gamma,theta,lam,phi,wd,w_p,beta
37,37,88.88360501096628,221.09601323956792,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-distance-dependent,0.347419461673231,0.4056698112571047,0.7196169067975628,0.8262216146839523,7.398183897147127e-06,19.841727955175816,0.039809303991950595,3.387085179593549
