,subject,nll,bic,model,alpha,gamma,theta,lam,phi,wd,w_p,beta
21,21,38.750317813015464,120.82943884366628,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-distance-dependent,0.43907698821261154,0.5165818876847489,0.7947640243738927,0.44882180367170144,5.872436546588977e-05,43.63808778310802,0.12496020897203247,6.73042977387594
