,subject,nll,bic,model,alpha,gamma,theta,phi,beta
5,5,162.54063315186625,352.16176831475457,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-free,0.16142810722503023,1.0,0.7398986452331823,0.0,0.43856608418437554
