,subject,nll,bic,model,alpha,gamma,theta,phi,beta
16,16,144.4816436889991,316.0437893890203,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-free,0.6964404772738032,0.6664952566976818,0.8849207580698694,0.0,0.12111956191778078
