,subject,nll,bic,model,alpha,gamma,theta,phi,beta
35,35,178.90008678655585,384.88067558413377,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-free,0.2719847430471861,1.0,0.7247533101884571,0.0,0.2874462763138395
