,subject,nll,bic,model,alpha,gamma,theta,phi,beta
38,38,155.4350211301482,337.95054427131845,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-free,0.7221093584177641,0.7060174263491688,0.6293571252894317,0.0,0.14224280718795593
