,subject,nll,bic,model,alpha,gamma,theta,phi,beta
31,31,61.49004738115308,150.06059677332826,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-free,0.046857577727235845,1.0,0.7214145323170995,0.0,1.027088944285994
