,subject,nll,bic,model,alpha,gamma,theta,phi,beta
20,20,103.82093641489192,234.72237484080594,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.24607063938778426,1.0,0.8928912112841819,0.0,0.8943714304710109
