,subject,nll,bic,model,alpha,gamma,theta,phi,beta
36,36,120.55993618578503,268.20037438259214,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.13136271661335044,1.0,0.7588257070522365,0.0,1.1362124933916544
